AREAKEY,STATE,Xcoord1,Ycoord1,Xcoord2,Ycoord2
19089,19,276670.50350572227,2251306.1552388933,322740.6523212652,2008290.9030769335
19091,19,18581.209697656275,2057483.434730344,377372.876616609,2072914.6801612752
19093,19,31307.47877637559,2034625.5217539729,137307.26896078145,2196482.1075454694
19095,19,177669.69129038564,2153876.7497583735,188074.39447523784,2126423.1647508596
19097,19,63999.931637769085,2114956.1855057306,81830.20716053201,2067464.6597434534
19099,19,49490.73087540893,2103682.4599635913,128743.922183327,1999472.6057658296
19101,19,7109.035205689834,2108536.615813043,90667.20606110856,1973437.1174210396
19103,19,321984.5529769311,2158869.895292008,27261.152208034153,2077178.0522882673
19105,19,-5320.773047028648,2220601.989001951,343378.07549266843,2151718.4036174
19107,19,-41076.02728034861,2214141.728954303,182756.71156393117,2029792.0018356321
19109,19,394442.58092109975,2198892.0638243156,376679.2661981459,2108900.994164513
19111,19,181917.65468231397,2197459.874792629,365002.48555922136,1989745.6404147726
19113,19,-2365.0576242217066,2141736.8483758806,25309.0216598665,2044180.621633111
19115,19,304867.65618994244,2219925.5152480863,410074.8377687685,2020019.4067009503
19117,19,172246.42402751427,2041183.7925005017,101131.69615295372,2171068.1383552607
19119,19,116590.69860588733,2112117.6230311603,83385.99986496908,1984039.273841002
19121,19,218766.99944476708,2119002.8020656635,230423.89109490014,2009169.984828409
19123,19,183202.0127308207,2049183.8275076393,76648.30132826313,2047186.1394442888
19125,19,63558.58067184931,2007274.0989206005,351345.4615774728,2190082.959772248
19127,19,354058.3468455059,2103629.4681867585,386850.6943290682,2040888.4366491972
19129,19,198180.16443680774,2061651.2062558383,395328.21511602483,2020684.6859225964
19131,19,276183.72727142595,2279556.029467708,360784.7523191131,2154593.13316356
19133,19,224371.67594586627,1994991.2956935752,77548.83883281816,2257597.4510029047
19135,19,195100.55820967534,2026381.3414132644,296169.19683843176,2073656.5457592835
19137,19,151689.03930518363,2071577.2413959703,93345.74054207533,2172591.322452889
19139,19,124108.68449703552,2084532.1147346902,53141.09579217892,2256939.7243339177
19141,19,57827.53164013375,2260017.9066685433,130315.5148674761,2013936.6348612313
19143,19,371722.7914489825,2100053.2866607658,38981.47199756563,2053631.6383359914
19145,19,4163.2839637841025,2037961.2657371908,225020.0363722063,2129110.1911523757
19147,19,232649.48569009156,2046928.1436443585,430417.3744447326,2113060.177842315
19149,19,47593.01123534639,2120627.7476840112,10427.574917552141,2144855.7882190333
19151,19,140635.9689675891,2151216.493916657,115209.37225779021,2211959.021052005
19153,19,-41451.26701264093,2193194.0819249908,279871.35006726964,2245236.327879046
19155,19,334346.8107203298,2127955.987638177,278150.35061581526,1984114.3129770593
19157,19,71877.84195470488,2148553.1078629205,34246.57339917951,2205460.7945939703
19159,19,59787.09448106609,2233240.7411126895,155454.7981182807,2124229.0455085803
19161,19,37511.562141082715,2104001.7684400207,21426.409429768522,2162172.557309436
19163,19,28588.14645613113,2210048.0117972596,263379.62506087404,2265903.3053547647
19165,19,251828.79609388555,2027897.653222769,326875.4993181152,2140457.5537882005
19167,19,142951.37561782158,2150603.9299815814,263137.6992323322,2130153.8896962265
19169,19,271408.2321959034,2035937.7014113294,272199.13626034115,2083734.8043297124
19171,19,71094.39416421295,2128843.8417433845,61360.2379679179,2249772.788321575
19173,19,352446.5612014555,2272416.275475906,404092.4333618186,2040144.941172536
19175,19,116102.83716084922,2035948.8127306404,30213.85985659319,2208648.052181781
19177,19,243459.8671197233,2054707.6399814896,279607.4403571329,2011582.8146678675
19179,19,109836.69001057479,2102017.090187532,447157.88712879294,2149171.734595609
19181,19,102929.45083013736,2040497.4440253947,324028.9494497129,2215267.828304383
19183,19,240698.10920308437,2100458.9402121706,245101.71889821667,2160251.0087634083
19185,19,308725.3496227842,2103803.2934040693,167709.76074968462,2177674.972962208
19187,19,236593.33930847177,2058780.2061401878,261485.85476870195,1971589.4467551277
19189,19,15538.319515918207,2165886.956730694,253063.9311880843,2268860.172140265
19191,19,5572.040885892624,2252416.3748767134,69089.7361450374,2084940.7915043333
19193,19,402002.6778390896,2161142.047117509,100442.68736321665,2091561.3423246944
19195,19,292173.826737133,1971465.565680708,355400.71906835836,2270720.5998378145
19197,19,290143.8106486365,2076788.2127175683,22411.90063707925,2116378.790892816
20001,20,-397671.37902842555,1598120.5094701422,-373948.5859586027,1880194.1717431755
20003,20,-34665.79798038094,1840514.9540122857,-105065.77280423057,1691665.2831607547
20005,20,-400306.7887773302,1703590.547835693,-127499.00618318497,1823172.4237988908
20007,20,-143171.12244735082,1644045.168188586,-248108.7332404729,1561328.864468692
20009,20,-402060.40469601157,1893563.4557103987,-8934.872295710084,1826327.207098608
20011,20,-404403.2188140816,1720953.743102407,-504558.37194394023,1867646.550970981
20013,20,-216410.20233298116,1674744.7266569836,-298070.6504417432,1724965.6679603257
20015,20,-25781.137421782478,1644274.8031916628,-73016.71042886289,1618967.4587165955
20017,20,-519470.50499398605,1734878.6843728144,-16271.54378515447,1877920.3343003108
20019,20,-467283.38639410614,1616648.2271191436,-297592.06407601293,1669940.3811073862
20021,20,25488.557480129763,1600472.0619829178,-446018.61358483345,1676766.9578115507
20023,20,-386126.3199556264,1844500.2126261336,-108148.45857582876,1644872.2909822722
20025,20,-94040.77803163097,1715813.9688093732,-214511.567600252,1758918.1511643617
20027,20,-41791.36337062868,1736346.2156552053,113275.44387674204,1764392.3214777596
20029,20,-37433.17520640849,1785100.0052656555,-267036.6631607877,1838724.3432459277
20031,20,-519939.00703352387,1667203.4772838384,-403638.08880316187,1846497.7087356267
20033,20,27312.760146555956,1876542.894619371,-92529.19257866207,1727812.646087137
20035,20,-490385.68645135534,1640748.8429246792,-312562.1070982865,1570170.6133360683
20037,20,-111073.79393865727,1657737.1195209133,78868.99393311865,1594919.0568727395
20039,20,-217943.08978537755,1743927.4010266191,69559.18137677759,1554955.3586950304
20041,20,-293692.91655884933,1833714.282805427,-329019.8217961666,1732742.617697262
20043,20,73176.57557452389,1555738.8310004398,-51100.337983552134,1879607.632673099
20045,20,-444585.84377372614,1869326.9444984035,-421619.92294795776,1876083.2667726714
20047,20,-367247.96133988275,1667649.1736286036,-268517.9895099738,1597378.3396207136
20049,20,-56578.91870507307,1757663.9607776492,-165012.94723947224,1737862.2034953635
20051,20,-103823.43344863574,1769760.7141529787,-297576.0904408565,1691222.5525453303
20053,20,84604.05305115448,1563844.6677439034,-235984.70459350856,1674340.231782762
20055,20,38567.34542271274,1865427.6705854826,-206038.13809531217,1827725.2416493737
20057,20,-513691.22697895125,1637661.4121907651,-330020.4640724431,1865713.720333835
20059,20,-125262.1449767673,1807435.1732820757,73740.77675059857,1777860.2413703888
20061,20,-24595.960561798827,1708119.469058789,69955.65640501131,1833356.5451138495
20063,20,-447525.64227572095,1706673.037373392,-352152.8903092999,1793931.622468575
20065,20,-518963.6436027382,1688721.3769446511,-46238.60326780623,1819566.5671835965
20067,20,-228459.25249037717,1796165.094908334,-137247.28950821096,1636011.5764686768
20069,20,-254272.79988692974,1775129.2434709233,-175013.24817692512,1595796.5754899632
20071,20,30622.28519275179,1823297.7329298402,-368301.7788790177,1813933.1881606828
20073,20,11802.747275906499,1877325.2247734251,-301055.77616433834,1682983.2536438364
20075,20,40570.57334963512,1886373.1010326047,110396.01190726005,1733783.546230107
20077,20,-520055.85629718745,1646344.05324945,-423833.60941705294,1835653.2606744126
20079,20,-117564.66659596196,1865633.7885660734,-356855.9925599237,1750245.7189161854
20081,20,-38944.04906506173,1690230.7081173789,-379141.005425152,1870882.1812847634
20083,20,-475949.2706348638,1665542.4140773215,-53478.84512849635,1574506.694804119
20085,20,-358196.563033388,1815876.9521351461,-100507.98282944213,1674851.693009737
20087,20,-174144.46699984424,1555722.4437852912,-112897.6202896579,1686278.6941495887
20089,20,-250025.61294051283,1716226.836021286,-54343.390991754306,1560401.3103163126
20091,20,-252869.68879171292,1882668.8860429507,-7668.070085995714,1554713.0095753649
20093,20,-40608.2811042355,1635432.5226423447,-4601.167897198815,1861530.4795932183
20095,20,-14601.346098092967,1560049.523211665,-391500.8047573499,1823929.4315635604
20097,20,-194881.43504928495,1569055.7786830093,-392414.50309619936,1613631.506971576
20099,20,-401238.27164822276,1686959.028943746,-148676.23690377187,1857121.5653837393
20101,20,-463482.6487169425,1655531.6571444357,-503411.9075606379,1755291.3550898978
20103,20,-28984.742856352066,1580038.7146400516,-418047.7406248627,1578893.8464357334
20105,20,-355761.34793268144,1838875.0392599257,-169396.46234407736,1618737.389825514
20107,20,-343449.7228528651,1670636.1369468633,-276184.1936726668,1657623.8344641295
20109,20,-477741.6463146759,1736431.1033713347,-147502.56523787085,1748627.8829148165
20111,20,-178167.7119460308,1758145.6511051161,-480590.0484715049,1593923.2403914884
20113,20,-431257.13651398476,1844657.80333278,-76178.142388437,1791055.9705598545
20115,20,-469132.7806181834,1608326.6986776956,-110949.5518692963,1621208.2239887854
20117,20,-72361.99827753846,1831349.3741655531,112967.24346509378,1702043.3260040693
20119,20,-221339.15785368386,1677422.2776414994,-6994.981941685313,1670400.2750130054
20121,20,-491524.11677190126,1884294.0629586775,-122143.69845926057,1866040.4673912188
20123,20,-104378.43890470918,1819346.847258387,62258.94150093,1647388.3576665467
20125,20,-305885.40063839447,1756116.5534936192,-117993.30327571847,1640148.1357140704
20127,20,-507882.3185835715,1751451.389991028,-226895.1845964283,1806037.573863422
20129,20,-214207.33799099654,1687414.9547000458,41968.63917014585,1826263.8109271994
20131,20,-135869.12783432007,1572092.0595344456,-85566.60888938658,1586004.4060192958
20133,20,-195132.7939668026,1810540.6325374814,-623.8946470668307,1575953.5494322288
20135,20,-259251.87142828148,1707289.748926766,9302.366390620708,1841500.1458400097
20137,20,-95957.93551684316,1566886.9380555658,-130687.18646289554,1744923.2370663562
20139,20,-303178.3656305612,1727107.8254516956,-363312.82405095536,1564570.0100771976
20141,20,-204702.81631918624,1616155.46062573,-397889.09046349966,1716557.954575535
20143,20,-307202.10239959706,1888923.4651542883,-414165.2413008705,1577481.4296060437
20145,20,-362459.6467665361,1745623.0358353886,-306185.5920457346,1888111.977406217
20147,20,-42097.19029423868,1587600.2216221313,-126920.88516870601,1808266.2554015312
20149,20,-272437.9911446343,1723149.1629355326,-15781.563980310573,1867579.1042822604
20151,20,113435.46929661208,1707401.816615541,-95918.55594942812,1859798.2562513347
20153,20,-69920.49776460603,1862930.012361709,-496014.5916481366,1635920.1322067473
20155,20,-116694.56257411093,1853712.966144275,61658.654847939266,1814094.0371004445
20157,20,-262065.5609546961,1701247.8114005383,-322407.2859039701,1873847.843692672
20159,20,-5186.848698130925,1881320.8998731433,-290753.46267105517,1850907.7619241176
20161,20,-376381.1932137988,1852215.040513069,44596.14536196599,1794360.4809973196
20163,20,-228446.916396306,1628549.7644668224,-451233.3761734939,1854607.9365097387
20165,20,-197344.87511526817,1846490.8008929645,111029.32136250113,1713955.2818325153
20167,20,-452984.145934415,1668215.654169673,86241.84410089662,1564616.8760139553
20169,20,-229258.73064106278,1579536.2698160107,-512747.260066614,1593938.8551042622
20171,20,-88071.8739520355,1562084.016349559,-31613.882284979278,1773289.0138900646
20173,20,97014.41094202176,1611852.9154494577,-477491.44075259566,1574447.9913449471
20175,20,-455982.9905784526,1750327.4987596448,-221867.7997408838,1723747.3995054811
20177,20,-194966.51707663166,1677427.03792476,37646.1657613233,1571992.6801555846
20179,20,64316.764113731566,1838755.6711845791,-166541.41717988416,1852828.4109495163
20181,20,-2860.207543935394,1576295.7954562402,-364219.88060608064,1841314.1117725498
20183,20,-349217.7044686093,1699236.3885427257,-210015.6451255792,1605870.1165847792
20185,20,-182336.79483145883,1809443.112029106,-30473.284902690386,1687153.2209511872
20187,20,-350415.0734973182,1750820.6417749408,-157399.24935212254,1784317.3958663195
20189,20,-10674.933385292825,1623149.9542027263,-227291.03725969832,1652658.2593061165
20191,20,-298972.54286718427,1814529.931897896,-95660.47792187252,1643600.199923892
20193,20,-71680.48824229761,1665351.2701416274,-393974.84742803476,1869977.2854494436
20195,20,-215619.3025245978,1705801.7787086046,-214660.17520499445,1844476.2681079772
20197,20,-352936.4310296315,1866248.4975924757,-201320.18551205343,1688277.27582259
20199,20,-187759.3689018691,1808261.3362250135,-77064.51381076919,1740290.4361075552
20201,20,-78977.69351848506,1854741.7176574813,-62500.07534971461,1719297.8138984316
20203,20,-44616.74513135548,1723580.7614326966,29594.959208647488,1609857.1998685554
20205,20,-4515.872371367062,1610268.2560406693,-800.9954117822926,1711966.4242982655
20207,20,-471911.160800192,1647476.007477522,-147680.0453354165,1885927.3269604368
20209,20,-350774.63136126683,1781884.2892334764,-4870.438945800415,1726743.8116728934
21001,21,884476.6168068193,1684411.8715065448,883634.9187907404,1590212.76531083
21003,21,1015168.8253732747,1759824.3196442863,981859.9051010382,1564501.5955220545
21005,21,907202.4978147987,1695860.8082967359,1124616.0197024993,1670128.6520841713
21007,21,826396.9116901476,1698399.3621828202,1182039.3510184905,1667257.215469955
21009,21,988142.8499474549,1602566.431602879,986356.9608708685,1736931.6223845067
21011,21,1155082.6408485386,1754569.4931078055,979137.8388748856,1773493.2742054414
21013,21,751356.9096560855,1562155.4813838229,726618.5163166486,1614240.8340907523
21015,21,981396.6147496717,1687395.2408239145,838529.9670634232,1656560.5107857906
21017,21,944774.6784936555,1610948.7875209614,967273.3619334884,1675912.6229356949
21019,21,1102479.3367308783,1749123.0354230953,710973.9632592831,1679246.7481069502
21021,21,1107290.0122592114,1762695.0896075114,829485.2361051814,1610255.7978339123
21023,21,606281.7990615943,1574858.7058673773,1006081.6172291832,1764975.998003263
21025,21,734617.1961422882,1611587.9039744372,861664.6337136223,1619296.5560277281
21027,21,975893.762781097,1781599.9209392173,625376.5973391408,1538936.598292001
21029,21,1133179.5078425321,1694024.295969522,776919.6286304173,1614183.334061741
21031,21,924984.8174894727,1721814.0477258465,639368.9811906982,1536824.0742846308
21033,21,1115522.7350794002,1647556.326827669,707716.6062642667,1568376.3402007162
21035,21,713349.405804468,1652862.1303829334,1046996.6037711533,1783768.9087860102
21037,21,976213.0188972042,1718747.1734293054,960377.1769988169,1568351.5256964685
21039,21,1088181.390119406,1698038.2106534564,1042048.9602770007,1780515.332150349
21041,21,976265.6108382395,1833941.65577627,1046291.3474062948,1608293.3568450243
21043,21,1072991.1666858522,1740369.732548166,1157744.2539882287,1701415.1151894846
21045,21,812572.795566678,1646273.7744341772,1091038.052015219,1632132.2582949947
21047,21,857864.8328382893,1683488.2918616887,910369.428325746,1608075.507413139
21049,21,691464.3690079164,1560628.7446110854,1091489.3342082344,1674914.412730434
21051,21,781576.3281182294,1666989.4113448747,1156273.2389946715,1659094.9398398418
21053,21,684398.0251201359,1529348.7751002836,1117032.5981121464,1735785.9982748327
21055,21,816035.7197816547,1653376.3103117428,1159017.1811544565,1780139.7462067853
21057,21,933696.5607294997,1686031.5639779037,672588.849872467,1554031.24762992
21059,21,936902.5381838339,1656257.9893399028,1185908.2816365224,1723213.264001689
21061,21,936825.2489292395,1654958.9073010955,950096.8703558566,1741160.3051656536
21063,21,931948.9831748758,1686202.324992398,596351.7026610662,1523395.2135000473
21065,21,897429.5301307524,1686670.4707419605,731335.9009467774,1677774.4775233266
21067,21,899148.7146477737,1586901.8171405948,1053298.46103659,1748873.3396867993
21069,21,732825.831518291,1671151.7840245496,808207.4393225629,1613516.2450159322
21071,21,1107134.5448681922,1665520.3001340022,799539.7245532168,1635558.7779235076
21073,21,1106231.9219984598,1720414.96825521,996882.0092812219,1584772.4235345807
21075,21,839873.4166997827,1682114.51524521,999339.1935050051,1747363.4895207356
21077,21,1000040.9329920348,1754530.2938978926,705113.0505412531,1572605.6416714936
21079,21,749975.9692857637,1607730.6435137293,1110280.0568684533,1675521.750956634
21081,21,1101741.335571962,1594157.5161781188,964913.8567479185,1815578.483518031
21083,21,1127906.9170856527,1790687.526546973,690848.7693410321,1576340.449089376
21085,21,609963.3831669289,1518274.181017556,921047.6620414724,1691738.4744573238
21087,21,645472.464275589,1548692.6681146952,1129166.2117429036,1598956.8657269035
21089,21,1128870.3062015127,1640795.072245234,976431.2144285119,1775906.252574612
21091,21,998630.5089608582,1798507.6564035446,638797.8465386417,1523197.4932428387
21093,21,1170539.920283787,1721763.2161942618,1084375.9913381292,1774918.8482836566
21095,21,1050541.42181731,1642972.8190538357,926835.5031603188,1701367.4952623206
21097,21,986649.013065761,1600243.7545720013,1170268.8417367805,1681259.3526337314
21099,21,800483.2189051514,1633588.9103468868,1009468.537976027,1750306.021711558
21101,21,1168304.378783731,1698235.6509940652,865837.9734306227,1685066.84458126
21103,21,1048107.0424998696,1574851.375246057,704835.8784769713,1680642.829513219
21105,21,734133.7594204086,1560415.19354259,1120585.0950236623,1747765.0018069018
21107,21,675042.1868560913,1599280.357285406,1200744.6149700268,1700534.9650425347
21109,21,785714.5299690745,1616007.5383259011,704329.7476164957,1655373.925767411
21111,21,993835.4088273181,1800854.5552494072,961934.3324920307,1842323.8662127173
21113,21,937177.6128591772,1582834.4019694566,737003.9950144866,1571223.138547359
21115,21,904774.3186121958,1668523.2704994616,861964.0343937288,1590949.978311036
21117,21,759834.959813009,1663703.6207731161,944829.3407563078,1678932.2575126784
21119,21,863143.4009766118,1693875.5768821428,1180472.1997935164,1676003.7670899152
21121,21,867398.8044834472,1583690.563670924,892395.5578724337,1561345.2384066111
21123,21,917672.0165786197,1685608.296330887,839940.8893011904,1668810.1332407217
21125,21,1135739.6301034936,1793982.335533868,1107522.4943333643,1691315.2021022695
21127,21,1022673.009959182,1801205.2484715723,1010177.6422259165,1568193.3180120043
21129,21,1139588.1553394794,1680254.2820119625,760084.5144026326,1630440.0577021933
21131,21,1115477.8732304643,1807576.909341673,816732.0166229728,1599437.4004380787
21133,21,889985.5071698817,1637000.2781183366,707326.5216573469,1643299.8752462515
21135,21,1044176.7128789823,1687860.8967836648,733301.6125554258,1654993.8390073199
21137,21,1031880.7008395243,1592300.867438904,981007.204270158,1573331.312653698
21139,21,1131768.794947708,1625874.9407425863,623020.0608918613,1559113.7310575608
21141,21,607432.3321856955,1520422.3217093113,984811.9189570157,1793171.2151149323
21143,21,774525.2888293288,1552544.0403793077,678948.5554646077,1565118.0588742804
21145,21,1014592.6369244929,1579965.9057076487,928452.236736972,1564388.9665574972
21147,21,992050.7564339621,1669684.6412014803,1138281.2534659228,1748822.564363175
21149,21,899125.897365072,1676003.192914131,1008316.7797740407,1786055.883000231
21151,21,918985.0210939755,1577896.8307383016,848080.9127647339,1698284.8837778657
21153,21,931327.5934536713,1638385.4723511606,956864.8204090074,1707755.680411382
21155,21,984467.5915022055,1815110.1705330445,820403.4062559867,1574949.9445387018
21157,21,838295.5569429062,1677505.1682234784,994321.3526907561,1624880.7310143614
21159,21,782540.6742146134,1601857.0652474773,1000870.5002615016,1673248.6951148342
21161,21,858313.8832873001,1564022.625625585,636782.423825873,1547381.6014327803
21163,21,915525.5768683404,1745246.2771664564,1005683.9636941223,1802898.9347445301
21165,21,1057761.024237507,1640413.812826758,652898.8095466001,1536941.228237519
21167,21,871467.7681604289,1580386.0801773793,1153336.5787655953,1682366.0128040046
21169,21,1134578.4737445037,1690288.930376458,1145634.2548150907,1740669.0138586378
21171,21,666477.6286428944,1575249.2453532256,938513.5223133215,1628728.402588076
21173,21,930059.8931430676,1593795.7215907886,1025394.1212078171,1740140.2168557525
21175,21,830299.3515510575,1685393.9610254825,778469.4099778574,1597976.215768236
21177,21,999890.3466226405,1696304.2230243941,751169.1806878153,1642906.7026080627
21179,21,792498.6293781002,1573491.2310728768,846325.00902491,1639566.3289801795
21181,21,1030313.0462395838,1775030.8088990361,926315.5931697155,1633707.2086436772
21183,21,1122228.5798009136,1664422.669743661,990516.5924181757,1786588.7938808347
21185,21,902532.4030983616,1705714.8802806572,823231.4470958353,1659700.7512067216
21187,21,1145776.662399368,1752281.9976984991,786380.5979423195,1679322.052396035
21189,21,1035843.8900049592,1667438.5646529342,803564.038510005,1668596.0804193157
21191,21,895357.3897975648,1571910.7451623857,1148661.8202030323,1712852.392414231
21193,21,768632.8777858039,1643213.7721865885,717124.4489301421,1606766.257824492
21195,21,1077206.2282545215,1680941.5563789022,988117.3274013199,1803995.0424339888
21197,21,979795.4946469491,1842157.1434793766,945434.8979445435,1573754.3180646645
21199,21,1002147.3016687876,1691356.0807771585,884809.0090871179,1697212.9709977293
21201,21,1000394.5841967259,1679486.3949418184,838647.4742797827,1644640.2000168785
21203,21,1046155.6205284181,1608350.5416911,753548.6782045414,1614454.4846702977
21205,21,1136236.861578532,1799296.0061251014,669513.2959006963,1537976.24385761
21207,21,768035.1989979069,1670719.0005152435,1149498.915435676,1782403.7183756728
21209,21,777382.9666886764,1641925.015831892,1055770.4262173641,1706203.1185988912
21211,21,1047242.148655535,1797197.3761551552,1057229.090666511,1676926.6362034646
21213,21,939763.8827215468,1658681.3725607975,1010591.0904669297,1657824.3777344911
21215,21,675110.9676227431,1523312.0736397763,1017757.6455512352,1594786.0392556095
21217,21,1058383.001907899,1680567.9350118458,780292.8222222321,1667329.1834041718
21219,21,1028923.4941265581,1749858.0720449572,700508.8409931695,1608252.7554677145
21221,21,1153968.7501967996,1703502.535402835,689591.2597275754,1657133.2492916961
21223,21,951394.8164181024,1761701.179201763,999700.1110299407,1585116.0908117557
21225,21,1047181.1058552067,1671287.450376863,1007412.5579951665,1633481.4743983112
21227,21,938075.869085616,1756598.494636659,806234.4526412503,1689393.4842242415
21229,21,1034179.4654633629,1655134.8642890865,917303.1228087271,1577020.4967421875
21231,21,850167.8949208411,1682959.7018091795,1034320.4747675625,1601004.9622243778
21233,21,704082.8391970496,1597301.419369623,764569.6317359807,1664883.2149665062
21235,21,964986.0163748567,1768825.5106851035,935374.4113358948,1648842.5202131353
21237,21,1004558.4985754886,1668173.579374716,937890.7459918242,1575941.1754058811
21239,21,892412.477277719,1578119.7617558292,1036569.1662821006,1644766.2297735026
22001,22,561963.5230432942,881089.4728372055,393165.71020495635,995181.5540173496
22003,22,468050.3369921348,712937.422787396,232095.193725783,1083317.3202996673
22005,22,224324.16953930928,809187.294435106,459083.1067700942,788365.4396990332
22007,22,318440.76268609794,891859.7136188096,455225.32762442273,737742.3849369716
22009,22,407402.3226955555,1058321.5893189888,295960.945232783,924858.5898616826
22011,22,394214.2593483395,1082072.3353155772,456087.0916736392,879198.8914181613
22013,22,198778.03225953283,1098029.9696450937,315771.03891994397,1036641.801884905
22015,22,368839.7186554492,766408.7151332833,281466.1865203051,881460.8545187465
22017,22,411190.72849354375,902731.6793181791,544505.0080842079,867250.811767102
22019,22,339347.29775964166,845046.3410323507,254525.35642186797,970192.4750177241
22021,22,399931.4051667112,1055934.2613814182,385771.9469085623,855256.5806744929
22023,22,380177.9209253057,1072970.8070910908,228892.36058746686,950623.1143263243
22025,22,446101.7540074351,1075960.399285338,306329.89531569794,1047669.5510356636
22027,22,204929.33723524204,1063868.2226411398,590370.4687404099,822267.2668191881
22029,22,431353.657465137,1100970.8234887724,283949.1867424157,955356.7749046633
22031,22,307033.37758625636,1009544.1287195482,251430.6357965928,848788.4709460454
22033,22,413322.3046067566,950205.6403615805,372884.0751415217,952480.4051860414
22035,22,265222.20694703923,833085.6958117161,388659.94011232036,871460.2444720538
22037,22,223230.20485076227,1100197.5780825184,295595.50276097853,1045034.4959936439
22039,22,240988.9132727004,818908.2578643728,484021.0898293245,884186.9423746001
22041,22,335597.3429038569,1056420.2504157373,316898.7643921195,985056.9283250228
22043,22,561077.424329562,777758.6810936262,277559.70158098725,1002465.9650869379
22045,22,441666.8514838588,1047997.9823203998,210184.6481947689,1016827.7447189093
22047,22,267434.1121079444,916930.1611850506,459052.8138619536,777145.2607843562
22049,22,223771.14348413495,946551.3404594467,611784.8776665214,730679.3579740769
22051,22,591748.6669141655,832590.9755010403,414435.0112041424,800057.7458375685
22053,22,323659.7191256196,994682.1534997385,432460.25173662597,819002.8066341535
22055,22,494411.9067297448,764309.451688344,641243.5112325433,717499.7792656121
22057,22,547364.932299707,855812.2284729066,207323.83146251168,988925.9128156055
22059,22,514171.2758844274,697345.4145761196,574833.51610071,775588.1231028975
22061,22,428038.1438011117,794650.7556178949,269912.36236250616,788244.0574291294
22063,22,394894.90955024713,1073682.4672830405,531543.5275873074,752489.5615852729
22065,22,284815.6972928378,1052746.7833575422,566640.8666637605,756153.926494635
22067,22,337161.41896476626,819901.3451766612,224570.48389545013,1055796.3736165315
22069,22,276417.24473302404,1097984.2947646691,313793.52494474465,1082409.4879466926
22071,22,319948.5406478894,951828.6032683968,430529.1256424122,883794.8937699517
22073,22,189219.68392430467,1031416.850489805,322373.3845016621,823177.4695575564
22075,22,276449.7173207135,964130.6987192119,371993.4084014795,816764.7736713144
22077,22,334211.8068133993,792034.5652056157,355523.278363475,1105618.8039935443
22079,22,470476.8660505187,888373.9201216182,545813.3660463619,776036.3360282235
22081,22,528594.8069173967,780788.1172732022,287984.38007575826,1079897.549825198
22083,22,367025.2624155547,1096452.4049602435,226620.34166725882,923405.2915548236
22085,22,261325.51748581312,987107.3464498956,242041.4020503554,1006907.6378424489
22087,22,265938.58340877085,894015.3567685063,558640.7348211348,753193.6561668426
22089,22,376277.6289600533,868218.0301736908,600846.7061962383,818695.5097603106
22091,22,451518.03409064055,860008.4322445851,489808.3594298967,824960.3045390795
22093,22,370706.9403980026,1083276.0799911534,338663.3265069941,797552.1455057862
22095,22,324858.02721688594,858648.4593492938,448950.86059270333,876464.6347440395
22097,22,357264.4084610108,725007.4816263736,229902.7911254298,1090778.3889620402
22099,22,355723.3828977208,798916.214789063,499616.0270825055,854608.0669065468
22101,22,338865.0221344662,754220.5914432236,217058.4290555943,957910.3196601854
22103,22,256963.7420421629,959182.4418249291,338726.01176644396,1110200.1643659854
22105,22,233797.995736745,974310.7644002235,240354.90519982588,868635.8529039915
22107,22,269329.7345701533,943978.2288772685,600387.453211071,712650.9040118094
22109,22,529227.3166107587,733100.3903391288,431509.2782958048,884068.8518966119
22111,22,450934.85565385636,1079501.2178462655,265958.7408499582,874915.5703080721
22113,22,586482.1762087828,772491.6533358238,324837.2109722719,989625.021016797
22115,22,336306.5245297126,772985.508901239,245495.0897203793,898057.614865561
22117,22,399138.51925799204,1011998.1913600501,231906.68275932124,827822.9862003622
22119,22,420613.2560768842,1010327.5587703782,501442.1424151557,833074.578136228
22121,22,278872.67449975596,919919.4569521027,428887.6075200852,844270.7841900956
22123,22,327654.59038360906,753331.2696207818,580863.8096417718,738827.3373483232
22125,22,467963.1920991589,712804.9680523474,237276.85440003584,750212.0300204023
22127,22,383471.67782680574,1001033.6957829087,365145.2857154697,899126.1328223036
23001,23,2112759.8554994245,2845265.8798924885,1985666.0870222456,2885056.3336034967
23003,23,1975114.3719902723,2706658.3014503187,1950554.0970181653,2681251.862251565
23005,23,1983031.930697607,2691823.1433944353,2040970.4696398252,2896015.732961148
23007,23,2063049.116535774,2921892.5503304466,2061450.0675893396,2964010.4068272663
23009,23,1985358.8709284072,2843005.8998040906,2227381.6894440674,2755364.211379614
23011,23,2102275.6638207096,2632009.0971552255,2026655.686398798,2981393.2148401616
23013,23,2105630.3216591533,2956520.201396077,1999855.9893544794,2866700.462978188
23015,23,2061815.5668791234,2831590.6546339914,1997563.6168737044,2604613.354088305
23017,23,2018950.2700845907,2925407.283759874,2004019.4565323126,2813120.7423182675
23019,23,2062787.847326714,2925449.9127272065,2045708.675101389,2759560.025531238
23021,23,2080959.2919456975,2998977.8261961886,1968943.6996409048,2626703.1893109344
23023,23,2046982.7458021268,2865147.6707657515,2191653.1523318426,2735494.9837568696
23025,23,2008158.8474129795,2886900.5109440056,1988946.2021082728,2573560.410918323
23027,23,2040534.3027447653,2902068.2801876795,2042020.8785221484,2927066.3870628867
